subscription_id,user_id,plan_type,start_date,end_date,status
S01045,U01045,free,23/07/2023,2023/08/22,canceled
S01046,U01046,basic,05-24-2023,2023-11-20,canceled
S01047,U01047,free,2024/06/28,,active
S01048,U01048,free,2024/03/20,03-27-2024,canceled
S01049,U01049,free,2023/07/05,2023-08-04,canceled
S01050,U01050,basic,25/04/2023,2023/10/22,canceled
S01051,U01051,free,2023/01/08,01-22-2023,canceled
S01052,U01052,basic,2024-03-14,2024-04-13,canceled
S01053,U01053,free,2023-02-16,15/08/2023,canceled
S01054,U01054,free,2023-07-23,19/01/2024,canceled
S01055,U01055,free,2023-09-26,10/10/2023,canceled
S01056,U01056,free,06-13-2024,,active
S01057,U01057,free,12/08/2023,02-08-2024,canceled
S01058,U01058,free,2023-12-16,2024-01-15,canceled
S01059,U01059,free,2023-12-27,10/01/2024,canceled
S01060,U01060,free,2023/11/25,2024/05/23,canceled
S01061,U01061,free,2023/02/27,2023/03/29,canceled
S01062,U01062,free,05-22-2024,06-05-2024,canceled
S01063,U01063,basic,11/10/2023,04-08-2024,canceled
S01064,U01064,basic,2023/11/20,2024/02/18,canceled
S01065,U01065,free,30/05/2024,,active
S01066,U01066,free,15/06/2023,11/06/2023,canceled
S01067,U01067,free,2024/01/03,2024-01-17,canceled
S01068,U01068,free,03-06-2023,2023-04-05,canceled
S01069,U01069,free,03-07-2023,03-05-2023,canceled
S01070,U01070,basic,07-13-2023,2024/01/09,canceled
S01071,U01071,free,2023-04-14,13/07/2023,canceled
S01072,U01072,free,2024/05/31,07/06/2024,canceled
S01073,U01073,free,2024/06/27,,active
S01074,U01074,free,2024-03-14,,active
S01075,U01075,pro,09-29-2023,2023-10-13,canceled
S01076,U01076,free,2023/11/17,2023/11/24,canceled
S01077,U01077,free,2024/06/20,,active
S01078,U01078,free,2023-08-17,11-15-2023,canceled
S01079,U01079,basic,03-11-2024,,active
S01080,U01080,free,2024-05-17,06-16-2024,canceled
S01081,U01081,basic,2023/03/04,08-31-2023,canceled
S01082,U01082,basic,2023/08/11,07/02/2024,canceled
S01083,U01083,free,11-19-2023,,active
S01084,U01084,free,08-13-2023,09-12-2023,canceled
S01085,U01085,free,06-28-2024,,active
S01086,U01086,free,01-17-2023,01-24-2023,canceled
S01087,U01087,free,2023/05/27,2023/11/23,canceled
S01088,U01088,free,2023-12-08,2024-03-07,canceled
S01089,U01089,free,30/04/2023,27/10/2023,canceled
S01090,U01090,free,11-23-2023,2023-11-30,canceled
S01091,U01091,free,2024-06-27,,active
S01092,U01092,free,04-26-2023,23/10/2023,canceled
S01093,U01093,free,2023-05-24,2023-06-07,canceled
S01094,U01094,free,2023/04/07,14/04/2023,canceled
S01095,U01095,free,2023-12-13,20/12/2023,canceled
S01096,U01096,free,2023/03/16,2023-03-30,canceled
S01097,U01097,free,2023-10-30,11-06-2023,canceled
S01098,U01098,basic,03/05/2024,2024-06-02,canceled
S01099,U01099,free,23/08/2023,21/11/2023,canceled
S01100,U01100,free,03-30-2023,28/06/2023,canceled
S01101,U01101,free,01-12-2023,01-26-2023,canceled
S01102,U01102,basic,03-28-2024,04-11-2024,canceled
S01103,U01103,basic,2023-10-18,16/01/2024,canceled
S01104,U01104,pro,2024/01/26,25/04/2024,canceled
S01105,U01105,free,05-02-2024,,active
S01106,U01106,free,2024-06-28,,active
S01107,U01107,pro,2023/07/02,29/12/2023,canceled
S01108,U01108,free,12-08-2023,2024-01-07,canceled
S01109,U01109,basic,2023/10/08,06/01/2024,canceled
S01110,U01110,free,01-13-2024,04-12-2024,canceled
S01111,U01111,free,2024/02/28,2024/03/06,canceled
S01112,U01112,free,02-28-2024,,active
S01113,U01113,basic,2023-08-03,30/01/2024,canceled
S01114,U01114,free,24/02/2023,2024-02-24,canceled
S01115,U01115,free,25/07/2023,21/01/2024,canceled
S01116,U01116,free,2024-05-11,,active
S01117,U01117,free,2023/10/10,07/04/2024,canceled
S01118,U01118,free,2024-02-23,03-01-2024,canceled
S01119,U01119,free,03-04-2024,18/03/2024,canceled
S01120,U01120,free,15/11/2023,2023/11/29,canceled
S01121,U01121,pro,2023-04-13,12/07/2023,canceled
S01122,U01122,free,01-13-2024,04-12-2024,canceled
S01123,U01123,pro,2024-05-01,,active
S01124,U01124,free,14/10/2023,12/01/2024,canceled
S01125,U01125,basic,2023/01/12,2023-04-12,canceled
S01126,U01126,pro,19/02/2023,2023-03-21,canceled
S01127,U01127,free,15/02/2023,2023/03/01,canceled
S01128,U01128,free,2023/02/25,05-26-2023,canceled
S01129,U01129,free,2024-02-09,2024/05/09,canceled
S01130,U01130,free,02/06/2023,2023-06-09,canceled
S01131,U01131,free,2024-06-09,,active
S01132,U01132,free,2023/03/24,04-07-2023,canceled
S01133,U01133,free,05-05-2023,2023/05/12,canceled
S01134,U01134,pro,2023-11-19,02-17-2024,canceled
S01135,U01135,pro,2024-04-18,,active
S01136,U01136,free,10-20-2023,,active
S01137,U01137,free,2023/12/16,2024-03-15,canceled
S01138,U01138,free,08-09-2023,2024-02-05,canceled
S01139,U01139,free,08-24-2023,2023-11-22,canceled
S01140,U01140,free,2023-09-03,09-17-2023,canceled
S01141,U01141,free,16/03/2023,2023/06/14,canceled
S01142,U01142,free,2023/04/20,2023/04/27,canceled
S01143,U01143,basic,2023/07/01,30/06/2024,active
S01144,U01144,free,2024/03/19,2024-04-02,canceled
S01145,U01145,free,2024/01/12,01-19-2024,canceled
S01146,U01146,free,2023/01/30,2024-01-30,canceled
S01147,U01147,pro,2023-02-13,12/08/2023,canceled
S01148,U01148,free,21/11/2023,11-28-2023,canceled
S01149,U01149,free,05-24-2024,31/05/2024,canceled
S01150,U01150,free,02-02-2023,09/02/2023,canceled
S01151,U01151,free,13/09/2023,2024-03-11,canceled
S01152,U01152,free,2023/02/11,02-25-2023,canceled
S01153,U01153,free,2023-03-13,2023/04/12,canceled
S01154,U01154,free,2023/09/20,2023/10/04,canceled
S01155,U01155,free,2024-03-03,2024/03/10,canceled
S01156,U01156,basic,01-27-2024,,active
S01157,U01157,free,05-23-2024,,active
S01158,U01158,free,07-09-2023,07/10/2023,canceled
S01159,U01159,free,2023/03/30,03-29-2024,canceled
S01160,U01160,pro,2023-09-29,,active
S01161,U01161,free,25/08/2023,09-01-2023,canceled
S01162,U01162,basic,05-01-2024,,active
S01163,U01163,free,2023-06-06,06-05-2024,canceled
S01164,U01164,basic,2023/03/31,03-30-2024,canceled
S01165,U01165,free,13/08/2023,2023/09/12,canceled
S01166,U01166,basic,01/01/2024,2023/12/29,canceled
S01167,U01167,basic,2023/06/08,2023/09/06,canceled
S01168,U01168,free,2023/04/20,2023-05-20,canceled
S01169,U01169,pro,2023-10-21,2024/04/18,canceled
S01170,U01170,pro,18/07/2023,2024/01/14,canceled
S01171,U01171,basic,25/06/2024,,active
S01172,U01172,free,05-25-2024,,active
S01173,U01173,free,2024/05/29,05/06/2024,canceled
S01174,U01174,pro,2023-10-23,,active
S01175,U01175,pro,13/01/2024,,active
S01176,U01176,free,2023/05/25,2023/06/01,canceled
S01177,U01177,pro,2023-01-31,2023-07-30,canceled
S01178,U01178,free,01-18-2024,2024-01-25,canceled
S01179,U01179,free,2023-09-29,2023-10-29,canceled
S01180,U01180,free,04/07/2023,2023-10-02,canceled
S01181,U01181,free,25/01/2023,2023/02/08,canceled
S01182,U01182,free,2024/05/26,,active
S01183,U01183,basic,2023/11/22,02-20-2024,canceled
S01184,U01184,basic,02/09/2023,02/10/2023,canceled
S01185,U01185,free,02-26-2024,03-04-2024,canceled
S01186,U01186,free,2024/03/29,2024/04/05,canceled
S01187,U01187,basic,08-29-2023,25/02/2024,canceled
S01188,U01188,pro,12-02-2023,30/05/2024,canceled
S01189,U01189,free,2023/09/04,2023/09/18,canceled
S01190,U01190,free,05-24-2023,05-23-2024,canceled
S01191,U01191,free,06/09/2023,2023/12/05,canceled
S01192,U01192,free,12/12/2023,12-19-2023,canceled
S01193,U01193,free,24/03/2023,2023-03-31,canceled
S01194,U01194,free,16/04/2024,2024-05-16,canceled
S01195,U01195,basic,06-30-2023,2023-12-27,canceled
S01196,U01196,free,2024-06-19,,active
S01197,U01197,pro,04-17-2023,16/07/2023,canceled
S01198,U01198,basic,14/11/2023,12/05/2024,canceled
S01199,U01199,basic,06-23-2023,07-07-2023,canceled
S01200,U01200,free,02-21-2023,22/05/2023,canceled
