session_id,user_id,session_start,session_end,session_duration_seconds
SES0005821,U00472,2024-06-26 23:13:53,2024-06-26T23:15:58Z,125
SES0005822,U00472,2024-06-24 20:56:10,2024-06-24 20:57:54,104
SES0005823,U00472,2024-03-04 07:13:09,2024-03-04T07:15:17Z,128
SES0005824,U00472,2024-05-24T13:46:52Z,2024-05-24 13:50:01,189
SES0005825,U00472,25/03/2024 21:55,2024-03-25 21:59:17,217
SES0005826,U00472,2024-03-07 16:56:17,2024-03-07T16:58:33Z,
SES0005827,U00472,04/04/2024 10:00,2024-04-04 10:10:20,561
SES0005828,U00472,2024-03-02 00:06:06,2024-03-02T00:15:35Z,569
SES0005829,U00472,2024-04-30 16:15:52,2024-04-30T16:25:48Z,N/A
SES0005830,U00473,2023-02-25T17:19:54Z,2023-02-25T17:27:06Z,
SES0005831,U00474,2024-05-06T12:50:40Z,06/05/2024 12:55,319
SES0005832,U00474,15/06/2024 15:24,2024-06-15 15:26:42,130
SES0005833,U00474,2024-05-29T18:07:15Z,2024-05-29T18:11:02Z,227
SES0005834,U00474,2024-04-08 17:17:06,08/04/2024 17:20,225
SES0005835,U00474,2024-05-09T11:43:55Z,2024-05-09T11:43:55Z,0
SES0005836,U00474,2024-03-27 04:28:54,27/03/2024 04:34,316
SES0005837,U00474,2024-04-14T19:21:24Z,14/04/2024 19:25,243
SES0005838,U00474,2024-06-21 13:55:27,21/06/2024 13:56,65
SES0005839,U00474,2024-04-28 17:53:19,2024-04-28T17:57:43Z,264
SES0005840,U00474,2024-05-27T08:04:44Z,2024-05-27T08:07:05Z,141
SES0005841,U00474,2024-06-03 01:42:45,2024-06-03 01:44:06,81
SES0005842,U00474,2024-04-10T13:13:24Z,2024-04-13T10:07:05Z,248021
SES0005843,U00474,21/04/2024 23:24,2024-04-21T23:25:58Z,109
SES0005844,U00474,2024-04-17 05:12:17,2024-04-17T05:13:40Z,83
SES0005845,U00474,12/04/2024 10:05,2024-04-12T10:06:16Z,75
SES0005846,U00474,2024-04-22 12:54:23,22/04/2024 13:09,910
SES0005847,U00474,16/06/2024 12:31,2024-06-16 12:31:34,25
SES0005848,U00474,2024-06-18T17:57:24Z,18/06/2024 17:58,40
SES0005849,U00474,2024-05-02T04:50:24Z,02/05/2024 04:51,44
SES0005850,U00474,2024-06-19T13:42:56Z,2024-06-19T13:44:07Z,71
SES0005851,U00474,16/05/2024 16:36,16/05/2024 16:36,15
SES0005852,U00474,2024-06-22 08:33:10,2024-06-22T08:35:03Z,113
SES0005853,U00474,2024-05-23 08:38:06,2024-05-23T08:43:00Z,294
SES0005854,U00474,2024-06-13 21:54:37,2024-06-13 21:55:52,75
SES0005855,U00474,2024-04-10T20:56:00Z,10/04/2024 20:58,173
SES0005856,U00474,2024-05-09T23:43:44Z,2024-05-09 23:44:55,71
SES0005857,U00474,2024-06-16 08:00:21,16/06/2024 08:01,53
SES0005858,U00474,15/04/2024 06:33,15/04/2024 06:35,134
SES0005859,U00474,31/05/2024 19:28,2024-05-31T19:28:57Z,24
SES0005860,U00474,2024-05-31T18:45:19Z,2024-05-31T18:46:17Z,58
SES0005861,U00474,2024-04-14T19:36:20Z,2024-04-14T19:36:43Z,23
SES0005862,U00474,2024-05-09T22:34:51Z,09/05/2024 22:35,43
SES0005863,U00474,2024-03-23T20:57:25Z,2024-03-23 20:58:52,87
SES0005864,U00474,2024-05-16T12:55:30Z,2024-05-16 12:56:01,31
SES0005865,U00474,2024-03-24 10:39:06,2024-03-24T10:39:36Z,30
SES0005866,U00474,2024-04-14T17:27:24Z,2024-04-14T17:30:24Z,180
SES0005867,U00474,2024-05-27T17:04:34Z,2024-05-27 17:09:28,294
SES0005868,U00474,2024-04-16 22:48:45,16/04/2024 22:55,388
SES0005869,U00474,2024-06-20 02:01:07,2024-06-20 02:06:30,323
SES0005870,U00474,2024-06-19 14:06:05,2024-06-19T14:07:14Z,69
SES0005871,U00476,2024-03-31T12:16:03Z,2024-03-31T12:24:05Z,482
SES0005872,U00476,2024-05-27 18:13:01,2024-05-27T18:15:48Z,167
SES0005873,U00476,2024-05-31T21:56:56Z,2024-05-31T21:57:12Z,16
SES0005874,U00476,2024-06-17T16:58:38Z,2024-06-17 17:02:02,204
SES0005875,U00476,29/04/2024 09:44,2024-04-29 09:53:53,587
SES0005876,U00476,19/06/2024 02:30,2024-06-19 02:31:51,69
SES0005877,U00476,2024-05-19T11:59:52Z,19/05/2024 12:00,35
SES0005878,U00476,2024-06-24T17:29:17Z,2024-06-24T17:33:16Z,239
SES0005879,U00476,22/06/2024 17:20,2024-06-22 17:21:18,N/A
SES0005880,U00476,25/06/2024 23:20,2024-06-25 23:21:57,87
SES0005881,U00477,07/08/2023 19:31,2023-08-07T19:40:33Z,537
SES0005882,U00477,2023-02-28 12:27:44,2023-02-28 12:37:01,557
SES0005883,U00477,2023-03-11T22:14:24Z,11/03/2023 22:23,575
SES0005884,U00477,2023-05-10T03:39:49Z,2023-05-10T03:40:47Z,58
SES0005885,U00477,2023-04-05T16:31:57Z,2023-04-05 16:32:29,32
SES0005886,U00477,2023-06-16 12:51:08,2023-06-16 12:53:35,147
SES0005887,U00477,2023-06-28 10:31:37,28/06/2023 10:35,211
SES0005888,U00477,2023-04-24T18:09:57Z,2023-04-24 18:11:57,120
SES0005889,U00477,2023-05-01 09:05:42,2023-05-01T09:07:51Z,129
SES0005890,U00477,2023-04-28 21:36:56,28/04/2023 21:39,182
SES0005891,U00477,2023-03-06 02:42:07,2023-03-06T02:42:14Z,7
SES0005892,U00477,14/03/2023 01:34,2023-03-14 01:41:28,426
SES0005893,U00477,2023-04-29 20:22:55,29/04/2023 20:25,173
SES0005894,U00477,2023-05-24T10:19:54Z,2023-05-24T10:20:14Z,20
SES0005895,U00477,2023-03-28T02:11:12Z,2023-03-28T02:12:58Z,106
SES0005896,U00477,2023-04-21 15:37:41,21/04/2023 15:39,114
SES0005897,U00477,2023-05-14 21:10:45,2023-05-14 21:14:13,208
SES0005898,U00477,20/05/2023 05:31,20/05/2023 05:38,467
SES0005899,U00477,2023-02-22 20:22:48,2023-02-22 20:23:53,65
SES0005900,U00477,08/05/2023 05:48,2023-05-08 05:51:07,168
SES0005901,U00478,28/12/2023 18:05,2023-12-30T05:29:13Z,127430
SES0005902,U00478,2024-01-05T08:24:26Z,2024-01-05 08:26:23,117
SES0005903,U00478,22/12/2023 01:37,2023-12-22 01:41:32,256
SES0005904,U00478,24/12/2023 03:36,2023-12-24 03:43:32,408
SES0005905,U00478,25/12/2023 19:21,25/12/2023 19:22,22
SES0005906,U00479,2024-06-29T09:36:04Z,29/06/2024 09:40,277
SES0005907,U00479,20/06/2024 22:52,2024-06-20T22:52:39Z,
SES0005908,U00479,21/06/2024 03:51,21/06/2024 03:51,23
SES0005909,U00479,2024-06-06T18:51:46Z,2024-06-06 18:53:05,79
SES0005910,U00479,2024-06-14T16:21:53Z,2024-06-17 12:42:49,246056
SES0005911,U00482,2024-01-08T22:09:20Z,08/01/2024 22:14,320
SES0005912,U00482,2024-01-17 09:47:28,2024-01-17 09:54:46,438
SES0005913,U00482,2024-01-26T19:33:11Z,2024-01-26 19:36:04,N/A
SES0005914,U00482,2024-01-31T10:55:27Z,31/01/2024 11:00,314
SES0005915,U00482,2024-01-13T16:57:41Z,13/01/2024 17:02,301
SES0005916,U00483,2024-06-02 00:23:08,2024-06-02T00:24:01Z,53
SES0005917,U00483,24/05/2024 07:13,2024-05-24 07:24:29,675
SES0005918,U00484,2024-06-23T19:04:19Z,23/06/2024 19:08,N/A
SES0005919,U00484,2024-06-21 02:23:04,2024-06-21 02:23:48,N/A
SES0005920,U00486,2023-06-22T09:36:24Z,2023-06-22T09:40:01Z,217
SES0005921,U00486,2023-07-15 00:08:41,2023-07-15 00:25:02,N/A
SES0005922,U00487,2024-02-28T17:45:56Z,2024-02-28T17:53:22Z,446
SES0005923,U00487,11/03/2024 00:45,2024-03-11 00:47:13,127
SES0005924,U00487,10/03/2024 18:09,2024-03-10T18:10:25Z,66
SES0005925,U00487,10/03/2024 10:33,2024-03-10T10:34:28Z,63
SES0005926,U00487,2024-03-04T10:10:10Z,2024-03-04 10:12:07,117
SES0005927,U00487,2024-03-12 10:56:07,2024-03-12T11:00:22Z,255
SES0005928,U00487,12/03/2024 01:56,2024-03-12T01:56:41Z,31
SES0005929,U00487,2024-03-03 19:53:16,2024-03-03T19:53:16Z,0
SES0005930,U00487,2024-03-03 20:47:57,03/03/2024 20:48,57
SES0005931,U00487,2024-03-02T01:20:34Z,2024-03-02 01:22:54,140
SES0005932,U00488,2023-07-18 04:28:48,18/07/2023 04:34,319
SES0005933,U00488,2023-07-19 09:42:04,2023-07-19 09:44:44,160
SES0005934,U00488,14/07/2023 00:15,14/07/2023 00:37,1301
SES0005935,U00488,19/07/2023 06:18,2023-07-19 06:20:26,144
SES0005936,U00488,18/07/2023 20:52,2023-07-18T21:01:20Z,523
SES0005937,U00488,2023-07-15 05:10:49,2023-07-15 05:11:37,48
SES0005938,U00488,2023-07-13 07:11:44,2023-07-13T07:24:38Z,774
SES0005939,U00488,2023-07-18T14:35:19Z,18/07/2023 14:48,774
SES0005940,U00488,2023-07-15 02:26:54,2023-07-15T02:39:12Z,738
SES0005941,U00488,16/07/2023 04:51,2023-07-16T05:08:45Z,1058
SES0005942,U00488,2023-07-13T16:42:32Z,2023-07-13 18:20:48,5896
SES0005943,U00488,17/07/2023 23:12,17/07/2023 23:12,
SES0005944,U00488,2023-07-19 10:18:45,2023-07-19T10:21:52Z,187
SES0005945,U00488,2023-07-17 17:26:31,17/07/2023 17:37,647
SES0005946,U00488,15/07/2023 08:41,2023-07-15 08:42:25,40
SES0005947,U00488,18/07/2023 13:24,18/07/2023 13:27,155
SES0005948,U00488,14/07/2023 15:04,14/07/2023 15:34,
SES0005949,U00488,19/07/2023 23:04,2023-07-19 23:06:30,117
SES0005950,U00488,2023-07-16 14:17:48,2023-07-16 14:22:59,311
SES0005951,U00488,17/07/2023 19:33,2023-07-17 19:40:03,397
SES0005952,U00488,2023-07-15T04:56:59Z,2023-07-15T04:58:08Z,69
SES0005953,U00488,2023-07-16 01:34:15,2023-07-16 01:37:37,202
SES0005954,U00488,2023-07-17 05:03:13,17/07/2023 05:07,264
SES0005955,U00488,19/07/2023 17:41,19/07/2023 17:42,N/A
SES0005956,U00488,2023-07-18T16:46:35Z,2023-07-18 16:54:03,448
SES0005957,U00488,14/07/2023 19:58,2023-07-14 20:02:19,240
SES0005958,U00488,2023-07-14T07:30:45Z,14/07/2023 07:32,87
SES0005959,U00488,2023-07-19 08:35:33,2023-07-19T08:45:46Z,N/A
SES0005960,U00488,2023-07-13T07:06:34Z,13/07/2023 07:07,57
SES0005961,U00488,2023-07-18T15:12:32Z,18/07/2023 15:14,121
SES0005962,U00489,14/04/2023 17:31,2023-04-14T17:31:59Z,34
SES0005963,U00489,2023-04-04T22:09:55Z,2023-04-04 22:13:32,217
SES0005964,U00490,2023-07-07 02:37:29,2023-07-07T02:37:29Z,
SES0005965,U00491,02/01/2024 21:02,02/01/2024 21:04,76
SES0005966,U00491,2024-01-10T14:42:23Z,2024-01-10 14:45:02,159
SES0005967,U00491,30/12/2023 01:43,30/12/2023 01:44,49
SES0005968,U00491,29/12/2023 03:45,2023-12-29T03:56:00Z,656
SES0005969,U00491,2024-01-09 14:03:40,2024-01-09T14:05:13Z,93
SES0005970,U00492,2023-08-17 17:42:04,2023-08-17 17:43:35,91
SES0005971,U00492,2023-12-01T06:26:31Z,2023-12-01 06:26:42,11
SES0005972,U00492,2023-07-27T14:07:18Z,2023-07-27T14:13:36Z,378
SES0005973,U00492,2024-05-15 21:17:26,2024-05-15T21:18:15Z,49
SES0005974,U00492,2023-10-19 13:57:55,2023-10-19 13:59:10,75
SES0005975,U00492,2023-09-13T05:58:27Z,2023-09-13T06:01:59Z,212
SES0005976,U00492,2024-06-18T23:01:40Z,18/06/2024 23:08,404
SES0005977,U00492,2023-08-22T17:03:17Z,2023-08-22T17:06:26Z,189
SES0005978,U00492,21/02/2024 04:40,2024-02-21T04:52:37Z,750
SES0005979,U00492,2024-01-08T02:07:05Z,2024-01-08T02:14:14Z,429
SES0005980,U00493,2023-02-23T07:07:26Z,2023-02-23T07:11:00Z,214
SES0005981,U00493,2023-02-23T21:42:47Z,2023-02-23T21:44:54Z,127
SES0005982,U00493,2023-02-21T09:09:33Z,2023-02-21 09:12:20,167
SES0005983,U00494,12/04/2024 09:52,12/04/2024 09:57,276
SES0005984,U00494,12/04/2024 12:01,2024-04-12T12:05:41Z,267
SES0005985,U00494,2024-04-14 22:06:26,14/04/2024 22:14,505
SES0005986,U00494,13/04/2024 02:24,13/04/2024 02:30,344
SES0005987,U00494,2024-04-11T04:43:39Z,2024-04-11 04:45:15,96
SES0005988,U00494,2024-04-16T17:17:57Z,2024-04-16T17:26:25Z,508
SES0005989,U00494,2024-04-11T17:48:36Z,2024-04-11T17:52:03Z,207
SES0005990,U00494,2024-04-13 21:10:37,13/04/2024 21:15,273
SES0005991,U00494,2024-04-15T03:03:50Z,15/04/2024 03:13,589
SES0005992,U00494,13/04/2024 14:20,13/04/2024 14:21,37
SES0005993,U00495,2023-10-24 00:53:48,24/10/2023 00:56,190
SES0005994,U00495,21/11/2023 01:49,2023-11-21T02:02:23Z,798
SES0005995,U00496,26/02/2023 07:18,2023-02-26 07:20:00,61
SES0005996,U00496,2023-02-17T10:00:24Z,2023-02-17T10:10:11Z,587
SES0005997,U00496,2023-02-19 01:00:36,2023-02-20T17:12:45Z,144729
SES0005998,U00496,26/02/2023 22:53,2023-02-26 22:54:21,61
SES0005999,U00496,2023-02-20T21:13:12Z,20/02/2023 21:14,73
SES0006000,U00496,2023-02-27T17:19:12Z,2023-02-27T17:20:58Z,106
SES0006001,U00496,25/02/2023 06:50,25/02/2023 06:53,185
SES0006002,U00496,2023-02-18T20:08:25Z,2023-02-18T20:09:42Z,77
SES0006003,U00496,17/02/2023 09:22,2023-02-17 09:32:57,606
SES0006004,U00496,2023-02-17T05:49:02Z,2023-02-17 05:53:38,276
SES0006005,U00497,2024-05-04T14:54:51Z,2024-05-04 15:02:25,454
SES0006006,U00497,2024-05-09T03:10:38Z,2024-05-09 03:11:01,23
SES0006007,U00497,2024-05-05T23:54:24Z,2024-05-06T00:20:51Z,1587
SES0006008,U00497,2024-05-03 19:47:34,03/05/2024 20:20,N/A
SES0006009,U00497,2024-05-07 05:00:27,07/05/2024 05:02,115
SES0006010,U00497,2024-05-08T21:16:09Z,08/05/2024 21:17,57
SES0006011,U00497,09/05/2024 00:30,2024-05-09 00:31:46,51
SES0006012,U00497,2024-05-06T15:15:08Z,2024-05-06T15:18:37Z,209
SES0006013,U00497,2024-05-05T11:29:22Z,2024-05-05T11:32:32Z,190
SES0006014,U00497,2024-05-07T12:16:10Z,2024-05-07 12:16:33,
SES0006015,U00497,08/05/2024 12:56,08/05/2024 12:57,61
SES0006016,U00497,2024-05-05 03:23:55,2024-05-05 03:38:36,881
SES0006017,U00497,07/05/2024 19:42,2024-05-07 20:04:08,1292
SES0006018,U00497,2024-05-03T00:37:52Z,03/05/2024 00:37,0
SES0006019,U00497,05/05/2024 01:23,2024-05-05 01:24:20,27
SES0006020,U00497,03/05/2024 02:45,2024-05-03 02:47:03,101
SES0006021,U00497,07/05/2024 11:32,07/05/2024 12:06,2045
SES0006022,U00497,2024-05-04T19:26:55Z,04/05/2024 19:31,290
SES0006023,U00497,06/05/2024 18:06,06/05/2024 18:08,119
SES0006024,U00497,2024-05-05T13:31:53Z,05/05/2024 13:32,52
SES0006025,U00497,09/05/2024 11:47,2024-05-09 12:02:33,925
SES0006026,U00497,2024-05-08T05:24:23Z,2024-05-08 05:38:54,871
SES0006027,U00497,2024-05-09 10:10:17,2024-05-09T10:11:17Z,60
SES0006028,U00497,2024-05-04T20:17:52Z,2024-05-04T20:19:39Z,107
SES0006029,U00497,2024-05-03T08:49:45Z,2024-05-03 08:50:24,39
SES0006030,U00497,2024-05-06T20:01:23Z,2024-05-06T20:02:25Z,62
SES0006031,U00497,2024-05-06 23:52:25,2024-05-07 00:01:07,522
SES0006032,U00497,2024-05-08T13:47:18Z,2024-05-08T14:03:31Z,973
SES0006033,U00497,04/05/2024 01:09,2024-05-04 01:11:48,125
SES0006034,U00497,2024-05-04 22:39:50,04/05/2024 22:43,205
SES0006035,U00498,2023-03-08 18:29:22,08/03/2023 18:29,33
SES0006036,U00498,22/04/2023 17:01,2023-04-22 17:02:00,27
SES0006037,U00498,2023-03-03 00:25:22,2023-03-03 00:27:04,102
SES0006038,U00498,05/05/2023 18:48,2023-05-05 18:53:33,329
SES0006039,U00498,07/03/2023 07:04,2023-03-07 07:09:36,
SES0006040,U00498,2023-03-19T22:15:38Z,2023-03-19 22:18:40,182
SES0006041,U00498,2023-04-09T05:10:30Z,2023-04-09T05:17:05Z,395
SES0006042,U00498,05/03/2023 22:47,2023-03-05 22:58:23,625
SES0006043,U00498,07/04/2023 09:30,07/04/2023 09:32,82
SES0006044,U00498,2023-04-25T09:41:34Z,2023-04-25 10:24:48,2594
SES0006045,U00498,2023-04-24 05:07:20,2023-04-24 05:08:47,87
SES0006046,U00498,2023-05-05T20:16:40Z,2023-05-05 20:19:07,147
SES0006047,U00498,22/04/2023 16:01,22/04/2023 16:01,28
SES0006048,U00498,2023-04-01 13:18:55,01/04/2023 13:38,1161
SES0006049,U00498,2023-04-09T18:44:53Z,09/04/2023 18:51,418
SES0006050,U00498,2023-03-12T14:35:36Z,12/03/2023 14:37,110
SES0006051,U00498,2023-04-26 06:44:34,26/04/2023 06:45,32
SES0006052,U00498,19/02/2023 02:57,19/02/2023 02:58,83
SES0006053,U00498,2023-02-12 12:54:00,12/02/2023 12:54,47
SES0006054,U00498,2023-04-20 00:49:25,20/04/2023 00:56,408
SES0006055,U00498,04/03/2023 09:03,2023-03-04T09:05:26Z,144
SES0006056,U00498,2023-04-27T07:00:27Z,2023-04-27T07:01:12Z,45
SES0006057,U00498,16/03/2023 02:54,2023-03-16 03:07:11,763
SES0006058,U00498,2023-04-27 12:38:54,2023-04-27 12:45:19,385
SES0006059,U00498,22/03/2023 21:50,2023-03-22 21:51:32,77
SES0006060,U00498,2023-02-17T13:45:59Z,17/02/2023 13:48,152
SES0006061,U00498,2023-02-14 22:59:05,2023-02-14T23:13:29Z,864
SES0006062,U00498,2023-04-15 18:57:21,2023-04-15T19:00:50Z,209
SES0006063,U00498,24/04/2023 18:47,2023-04-24T18:48:10Z,34
SES0006064,U00498,29/03/2023 09:07,2023-03-29T09:10:14Z,142
SES0006065,U00498,18/02/2023 13:06,2023-02-18 13:07:28,33
SES0006066,U00498,2023-04-21T21:51:39Z,2023-04-21 21:54:54,195
SES0006067,U00498,2023-04-19 11:36:09,2023-04-19 11:45:35,566
SES0006068,U00498,18/04/2023 01:44,2023-04-18 01:48:35,262
SES0006069,U00498,2023-03-20 17:14:37,20/03/2023 17:16,140
SES0006070,U00498,2023-04-30 21:09:42,30/04/2023 21:12,187
SES0006071,U00498,2023-03-25 02:55:36,2023-03-25T02:55:49Z,13
SES0006072,U00498,2023-03-24T17:46:06Z,24/03/2023 18:44,3513
SES0006073,U00498,2023-02-21 12:55:41,2023-02-21T12:56:42Z,
SES0006074,U00498,10/03/2023 04:30,10/03/2023 04:34,257
SES0006075,U00499,2024-05-10T02:57:41Z,10/05/2024 03:02,273
SES0006076,U00500,2023-08-27 09:01:25,2023-08-27 09:05:12,227
SES0006077,U00500,2023-10-08T14:39:38Z,08/10/2023 14:45,324
SES0006078,U00500,25/07/2023 19:57,2023-07-25T19:58:41Z,66
SES0006079,U00500,11/06/2023 22:58,2023-06-11T22:59:20Z,N/A
SES0006080,U00500,2023-10-12T18:02:59Z,2023-10-12T18:05:37Z,158
SES0006081,U00501,16/08/2023 11:41,16/08/2023 11:49,497
SES0006082,U00501,2024-03-23 19:35:32,2024-03-23T19:38:53Z,201
SES0006083,U00501,2024-01-25 06:20:11,25/01/2024 07:05,2700
SES0006084,U00502,2024-04-16 17:08:59,2024-04-16T17:22:05Z,786
SES0006085,U00502,2024-05-26 11:27:38,26/05/2024 11:30,168
SES0006086,U00502,2024-04-08T16:40:55Z,2024-04-08 17:14:00,1985
SES0006087,U00502,2024-01-12T01:07:46Z,2024-01-12T01:16:05Z,499
SES0006088,U00502,2024-06-07 09:14:27,2024-06-07 09:15:32,65
SES0006089,U00502,2024-05-02T20:37:44Z,2024-05-02 20:42:38,294
SES0006090,U00502,2024-04-29T03:54:18Z,2024-04-29T03:55:35Z,77
SES0006091,U00502,2024-01-05T18:50:50Z,2024-01-05T18:54:18Z,208
SES0006092,U00502,2024-04-29 02:18:19,2024-04-29 02:21:23,184
SES0006093,U00502,2024-06-28T00:19:50Z,2024-06-28 00:20:30,40
SES0006094,U00502,2024-03-14T13:58:17Z,14/03/2024 13:59,96
SES0006095,U00502,11/04/2024 07:32,2024-04-11T07:34:14Z,79
SES0006096,U00502,27/12/2023 08:09,27/12/2023 08:09,0
SES0006097,U00502,2024-04-25T12:20:12Z,2024-04-25T12:31:33Z,681
SES0006098,U00502,19/03/2024 18:57,19/03/2024 18:58,60
SES0006099,U00502,15/01/2024 19:16,2024-01-15 19:19:06,165
SES0006100,U00502,2023-12-30T22:03:44Z,30/12/2023 22:07,254
SES0006101,U00502,2024-04-26T10:27:34Z,26/04/2024 10:34,399
SES0006102,U00502,2024-06-19 20:06:29,19/06/2024 20:07,82
SES0006103,U00502,29/06/2024 13:27,2024-06-29T13:28:01Z,46
SES0006104,U00502,2024-03-27 04:19:05,2024-03-27 04:20:11,66
SES0006105,U00502,2024-05-07T06:11:39Z,2024-05-07T06:12:48Z,69
SES0006106,U00502,2024-06-03 01:14:50,03/06/2024 01:15,13
SES0006107,U00502,2024-05-13 04:53:43,2024-05-13 05:16:32,1369
SES0006108,U00502,2024-05-15 07:11:20,2024-05-15 07:13:34,134
SES0006109,U00502,2024-05-31T21:28:56Z,2024-05-31 21:29:21,25
SES0006110,U00502,2024-04-03T08:02:14Z,03/04/2024 08:05,181
SES0006111,U00502,2024-04-01 12:54:55,2024-04-01 13:03:51,536
SES0006112,U00502,19/03/2024 20:49,19/03/2024 20:50,49
SES0006113,U00502,2024-03-23T19:04:55Z,23/03/2024 19:06,65
SES0006114,U00502,2024-05-04 21:24:45,2024-05-04T21:25:32Z,47
SES0006115,U00502,02/01/2024 03:42,2024-01-02T03:44:46Z,132
SES0006116,U00502,28/03/2024 23:03,2024-03-28T23:11:13Z,440
SES0006117,U00502,2024-05-04 17:20:06,2024-05-04 17:23:02,176
SES0006118,U00502,2024-01-23T13:39:21Z,2024-01-23 13:42:57,216
SES0006119,U00502,26/05/2024 08:51,2024-05-26 08:58:54,424
SES0006120,U00502,2024-04-08 12:17:58,08/04/2024 12:23,332
SES0006121,U00502,2024-06-01 15:13:52,01/06/2024 15:13,0
SES0006122,U00502,22/02/2024 14:00,2024-02-22T14:04:53Z,274
SES0006123,U00502,2024-02-25 23:48:52,25/02/2024 23:55,402
SES0006124,U00502,21/05/2024 21:25,2024-05-21 21:33:08,482
SES0006125,U00502,11/01/2024 02:12,2024-01-11 02:31:17,1148
SES0006126,U00502,2024-02-10 18:22:34,10/02/2024 18:23,63
SES0006127,U00502,2024-02-15 23:41:10,2024-02-15T23:42:32Z,82
SES0006128,U00502,2024-06-09T21:36:05Z,09/06/2024 21:37,61
SES0006129,U00502,11/05/2024 15:39,2024-05-11T15:41:48Z,156
SES0006130,U00502,2024-01-31 02:44:45,31/01/2024 02:54,568
SES0006131,U00502,2024-04-30 19:35:21,2024-04-30 19:37:00,99
SES0006132,U00502,2024-03-27 03:27:42,27/03/2024 03:34,N/A
SES0006133,U00502,24/02/2024 20:07,2024-02-24T20:09:35Z,112
SES0006134,U00502,14/06/2024 19:08,2024-06-14 19:10:10,80
SES0006135,U00502,27/04/2024 09:45,2024-04-27 09:50:23,321
SES0006136,U00502,2024-05-27 18:19:17,2024-05-27T18:24:05Z,288
SES0006137,U00502,01/01/2024 13:10,2024-01-01T13:13:20Z,197
SES0006138,U00502,2024-04-15 04:56:57,15/04/2024 05:07,641
SES0006139,U00502,2024-03-16 01:34:50,16/03/2024 01:35,40
SES0006140,U00502,2024-06-20T11:24:03Z,2024-06-20 11:24:38,35
SES0006141,U00502,04/05/2024 19:55,04/05/2024 19:55,0
SES0006142,U00502,2024-05-01T20:30:57Z,2024-05-01T20:44:27Z,N/A
SES0006143,U00502,09/06/2024 08:23,2024-06-09T08:27:04Z,195
SES0006144,U00502,2024-05-10 06:47:36,2024-05-10T06:57:04Z,568
SES0006145,U00502,2024-01-14 07:54:20,14/01/2024 07:54,0
SES0006146,U00502,28/02/2024 04:06,2024-02-28 04:07:06,23
SES0006147,U00502,2024-02-28 04:03:54,28/02/2024 04:03,0
SES0006148,U00502,2024-06-18T22:40:59Z,2024-06-18 22:42:05,66
SES0006149,U00502,19/06/2024 05:26,2024-06-19T05:47:52Z,1284
SES0006150,U00502,2024-02-15 10:00:23,2024-02-15 10:06:58,395
SES0006151,U00502,2024-04-29 05:42:30,2024-04-29 05:42:30,0
SES0006152,U00502,08/05/2024 10:43,2024-05-08T10:44:23Z,28
SES0006153,U00502,2024-04-16T13:18:23Z,2024-04-16 13:25:14,411
SES0006154,U00502,28/12/2023 07:43,2023-12-28T07:48:49Z,322
SES0006155,U00502,14/05/2024 00:51,2024-05-14T00:56:14Z,270
SES0006156,U00502,23/02/2024 05:07,2024-02-23T05:08:00Z,26
SES0006157,U00502,2024-02-21 16:55:24,2024-02-21 17:08:47,803
SES0006158,U00502,2024-03-11 01:26:07,2024-03-11 01:26:26,19
SES0006159,U00502,2024-06-28 20:40:18,2024-06-28T20:45:25Z,307
SES0006160,U00502,2024-05-02T05:06:43Z,02/05/2024 05:15,524
SES0006161,U00502,2024-04-25 09:33:12,2024-04-25 09:45:22,730
SES0006162,U00502,2024-02-15 22:07:29,2024-02-15 22:11:06,217
SES0006163,U00502,2024-06-22 13:44:18,2024-06-22 15:50:30,7572
SES0006164,U00503,2024-03-08 09:28:09,2024-03-08T09:31:40Z,
SES0006165,U00503,14/03/2024 10:04,2024-03-14T10:11:32Z,411
SES0006166,U00503,2024-03-17 05:16:04,17/03/2024 05:16,24
SES0006167,U00503,2024-03-09T13:18:49Z,09/03/2024 13:19,28
SES0006168,U00503,2024-03-12 22:46:35,2024-03-12T22:47:53Z,78
SES0006169,U00503,2024-03-09T05:18:33Z,2024-03-09 05:22:14,221
SES0006170,U00503,16/03/2024 04:58,2024-03-16 05:09:51,663
SES0006171,U00503,09/03/2024 05:15,2024-03-09T05:16:32Z,82
SES0006172,U00503,11/03/2024 22:26,2024-03-11 22:26:37,30
SES0006173,U00503,2024-03-19 23:27:08,2024-03-19 23:28:10,62
SES0006174,U00504,2023-08-12T19:04:07Z,2023-08-12 19:05:55,108
SES0006175,U00504,2023-08-18 11:27:41,2023-08-18T11:29:42Z,121
SES0006176,U00504,24/07/2023 14:13,2023-07-24 14:14:44,49
SES0006177,U00504,2023-07-23T09:28:29Z,23/07/2023 09:29,46
SES0006178,U00504,31/07/2023 16:44,2023-07-31 16:48:31,255
SES0006179,U00504,15/08/2023 00:07,2023-08-15T00:10:14Z,181
SES0006180,U00504,2023-07-30 18:20:57,2023-07-30 18:23:26,149
SES0006181,U00504,2023-08-02T22:11:43Z,2023-08-02 22:15:45,242
SES0006182,U00504,2023-08-06 20:37:22,2023-08-06 20:37:39,17
SES0006183,U00504,2023-07-25T21:03:19Z,2023-07-25T21:05:53Z,154
SES0006184,U00504,2023-08-15 13:54:07,2023-08-15 13:56:41,154
SES0006185,U00504,23/07/2023 08:30,2023-07-23T08:32:14Z,99
